milk,country,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
4,77,39,0,69,7,15,173,127,0,0
4,52,34,0,93,7,15,562,304,0,0
13,35,20,0,250,7,4,503,87,0,0
4,77,39,0,76,7,16,451,194,0,0
4,52,34,0,93,7,8,562,304,0,0
4,61,38,0,132,7,16,149,66,0,0
18,62,20,0,228,11,8,82,239,1,0
6,61,20,0,181,11,16,461,285,1,0
14,65,38,0,279,2,15,594,127,0,0
6,70,39,0,121,7,11,1,38,0,0
4,61,20,0,210,11,6,175,175,1,0
6,61,20,0,181,11,16,51,285,0,0
6,61,20,0,181,11,16,321,285,0,0
4,30,38,0,93,11,5,588,299,1,0
4,35,38,0,237,10,8,373,0,0,0
4,40,38,0,149,7,11,125,304,0,0
6,61,20,0,181,11,16,411,285,0,0
13,77,39,0,227,10,8,168,20,0,0
4,31,39,0,148,10,3,488,307,1,0
4,77,39,0,69,7,16,173,256,1,0
4,52,39,0,20,7,4,496,144,1,0
4,77,39,0,69,7,11,173,40,1,0
13,50,14,0,73,6,15,219,128,0,0
4,61,21,0,130,8,11,107,285,1,0
6,70,39,0,121,7,11,1,38,0,0
13,61,38,0,179,9,4,269,127,0,0
13,77,39,0,93,7,11,441,181,1,0
4,77,39,0,180,9,11,579,299,1,0
13,50,21,0,77,11,4,507,181,0,0
4,52,39,0,20,7,4,496,144,1,0
4,61,20,0,218,7,16,379,285,0,0
12,72,39,0,263,11,11,488,263,0,0
4,61,20,0,210,11,6,175,304,0,0
4,52,39,0,20,7,4,496,144,1,0
14,65,38,0,160,7,8,32,268,0,0
13,61,21,0,250,11,2,474,33,1,0
4,61,20,0,210,11,6,175,60,0,0
13,77,39,0,93,7,8,441,181,1,0
4,40,38,0,149,7,11,125,263,0,0
6,61,20,0,35,11,3,422,294,1,0
4,40,38,0,149,7,11,125,219,0,0
13,61,21,0,250,11,15,52,40,0,0
13,77,39,0,180,7,4,598,235,1,0
4,52,34,0,93,7,8,562,304,0,0
4,58,13,0,176,9,15,52,11,0,0
4,61,38,0,148,7,15,455,141,1,0
18,62,20,0,228,11,8,82,239,1,0
4,35,38,0,237,10,8,165,0,0,0
4,61,20,0,218,7,16,379,285,0,0
4,43,20,0,147,10,11,118,11,1,0
13,77,39,0,9,10,6,314,283,0,0
13,50,20,0,94,7,8,311,43,1,0
13,50,21,0,67,7,15,449,249,1,0
4,61,39,0,250,7,16,591,0,0,0
4,47,13,0,239,7,15,227,292,1,0
9,64,39,0,147,7,11,572,294,0,0
6,61,20,0,181,11,16,497,285,0,0
4,35,38,0,237,10,8,15,0,0,0
4,63,39,0,180,7,15,497,0,0,0
4,61,38,0,132,7,16,149,66,0,0
13,50,21,0,77,11,4,507,181,0,0
13,77,39,0,93,7,8,553,181,1,0
4,77,39,0,69,7,8,173,127,1,0
6,54,14,0,116,9,15,140,127,0,0
4,40,38,0,149,7,11,125,57,0,0
4,63,39,0,180,9,11,497,0,0,0
14,65,38,0,59,7,11,492,0,0,0
13,61,21,0,250,11,15,568,272,0,0
4,77,39,0,180,9,11,579,299,1,0
4,30,38,0,93,11,5,588,299,1,0
4,58,13,0,176,9,15,52,11,0,0
4,77,39,0,180,9,11,579,299,1,0
13,77,39,0,93,7,8,441,181,1,0
13,77,39,0,93,7,11,441,181,1,0
4,50,39,0,171,11,14,76,265,0,0
13,61,38,0,152,7,11,589,304,0,0
4,77,39,0,74,7,11,231,128,0,0
4,30,38,0,93,11,5,588,299,1,0
4,68,39,0,160,10,14,578,284,1,0
4,77,44,0,93,7,14,255,294,0,0
4,77,39,0,93,9,11,210,0,1,0
4,58,13,0,176,9,15,52,11,0,0
13,50,14,0,73,6,15,219,128,0,0
4,58,13,0,176,9,15,52,11,0,0
4,52,47,0,160,8,11,136,268,0,0
4,50,47,0,93,7,6,583,127,0,0
4,63,39,0,180,7,14,497,0,0,0
13,61,21,0,250,11,11,307,304,0,0
4,52,1,0,67,7,11,354,285,0,0
4,47,13,0,93,7,8,131,152,1,0
6,61,20,0,35,11,3,455,294,0,0
13,61,38,0,171,2,16,294,40,0,0
4,58,13,0,176,9,15,52,11,0,0
4,63,39,0,180,7,16,497,0,0,0
4,72,27,0,7,7,11,336,304,0,0
4,77,21,0,196,7,11,514,87,1,0
4,52,39,0,160,7,8,445,230,0,0
4,52,38,0,255,7,8,352,246,0,0
4,77,21,0,198,7,16,437,27,1,0
4,52,2,0,180,7,8,469,174,0,0
4,57,21,0,189,9,15,549,14,1,0
4,72,27,0,7,7,11,336,304,0,0
4,77,21,0,205,7,4,536,256,1,0
4,77,38,0,270,10,8,568,305,0,0
4,61,21,0,188,11,9,70,256,0,0
4,52,21,0,206,7,15,359,33,1,0
4,52,21,0,206,7,15,359,33,1,0
4,72,20,0,11,7,11,281,294,0,0
18,30,20,0,250,7,11,488,145,1,0
19,61,20,0,187,7,16,504,127,1,0
4,52,39,0,93,7,8,247,207,1,1
4,72,20,0,11,10,11,38,294,1,0
4,72,20,0,219,7,6,404,285,0,0
4,52,21,0,219,7,6,61,17,0,0
18,30,20,0,250,7,11,488,49,1,0
4,77,20,0,20,9,6,212,103,1,0
4,72,20,0,11,2,11,281,294,0,0
4,77,21,0,5,7,14,494,299,1,0
4,2,21,0,225,7,11,374,245,1,0
4,61,20,0,184,7,16,562,0,1,0
4,77,20,0,20,9,6,212,103,1,0
18,30,20,0,278,2,16,582,117,1,0
4,57,21,0,189,9,15,549,307,1,0
4,77,39,0,218,10,6,223,249,0,0
4,77,21,0,186,3,16,175,87,0,0
4,77,21,0,205,7,4,536,256,1,0
4,52,21,0,219,7,6,61,17,0,0
4,77,21,0,5,7,14,494,299,1,0
18,30,21,0,195,7,11,188,228,1,0
4,77,21,0,182,7,16,171,175,1,0
4,52,21,0,230,7,14,532,262,0,0
4,52,14,0,147,7,11,305,307,0,0
4,77,21,0,82,7,11,250,279,1,0
4,52,21,0,217,7,4,84,122,1,0
18,30,20,0,278,9,16,582,117,1,0
13,77,21,0,180,7,11,413,304,0,0
4,52,38,0,255,7,8,352,246,0,0
4,77,21,0,206,7,6,172,65,1,0
18,0,20,0,250,7,11,164,149,0,0
4,77,21,0,5,7,14,494,299,1,0
4,77,39,0,250,7,11,541,304,1,0
4,77,21,0,196,7,11,514,92,1,0
4,77,21,0,194,7,11,505,299,1,0
4,72,20,0,219,7,6,404,285,0,0
4,61,20,0,183,7,16,554,0,1,0
18,0,20,0,160,10,4,294,93,0,0
13,52,38,0,199,10,15,376,167,0,0
4,57,21,0,189,9,15,549,191,1,0
4,61,20,0,6,7,6,78,0,0,0
4,72,27,0,7,7,11,336,304,0,0
14,52,21,0,229,10,14,359,300,1,0
5,57,38,0,199,7,15,538,304,0,0
18,30,21,0,195,7,11,406,228,1,0
18,30,20,0,278,11,16,582,117,1,0
4,52,20,0,250,7,11,532,0,0,0
4,77,39,0,180,7,11,380,304,0,0
4,77,21,0,205,7,4,536,256,1,0
4,61,20,0,6,7,6,78,0,0,0
9,77,39,0,204,8,11,150,191,0,0
18,30,20,0,250,7,11,488,187,1,0
4,77,20,0,20,9,6,212,103,1,0
4,35,39,0,225,7,11,576,0,1,0
4,52,21,0,217,7,15,447,127,1,0
4,77,21,0,206,7,6,172,65,1,0
18,30,20,0,278,7,16,582,117,1,0
13,52,38,0,199,10,15,376,167,0,0
4,77,21,0,5,7,14,494,299,1,0
4,52,2,0,180,7,8,281,174,0,0
4,77,21,0,206,7,6,172,65,1,0
4,61,20,0,183,7,11,371,285,1,0
4,52,20,0,250,7,11,532,127,0,0
4,77,21,0,205,7,16,493,239,0,0
18,61,20,0,187,7,16,504,164,0,0
4,77,39,0,180,7,11,380,304,0,0
4,52,39,0,93,7,8,247,207,1,0
5,57,38,0,199,3,15,538,304,0,0
4,77,20,0,20,9,6,212,103,1,0
4,67,20,0,16,7,9,577,173,0,0
4,77,21,0,80,7,11,511,271,1,0
4,77,21,0,82,7,15,250,279,1,0
5,57,38,0,199,6,15,538,304,0,0
4,77,21,0,80,7,11,511,271,1,0
4,52,39,0,160,7,8,445,230,0,0
14,52,21,0,229,10,14,359,300,0,0
9,77,39,0,204,8,11,150,191,0,0
4,77,21,0,5,7,14,494,299,1,0
4,61,20,0,184,7,16,371,268,0,0
4,77,39,0,94,7,11,562,279,0,0
14,61,20,0,187,7,16,504,268,0,0
4,52,20,0,250,7,11,532,145,0,0
4,52,21,0,226,7,6,504,105,0,0
4,77,21,0,93,7,11,305,291,0,0
4,52,38,0,255,7,8,352,246,0,0
4,52,2,0,180,7,8,347,174,1,0
4,52,20,0,250,7,11,532,127,0,0
4,61,21,0,188,11,9,70,256,1,0
18,30,20,0,278,8,16,582,117,1,0
4,77,21,0,194,7,11,505,286,1,0
4,52,39,0,93,7,8,247,207,0,0
4,57,21,0,189,9,15,549,181,1,0
13,77,21,0,180,7,11,413,304,0,0
4,77,39,0,225,9,11,221,129,1,0
14,52,21,0,229,10,14,359,300,0,0
4,77,21,0,206,7,6,172,65,1,0
18,30,20,0,250,7,11,488,270,1,0
4,72,20,0,11,7,11,411,294,0,0
9,77,39,0,204,8,11,150,191,0,0
18,30,21,0,195,7,11,125,228,1,0
18,30,20,0,278,9,16,582,117,1,0
18,30,20,0,278,7,16,582,117,1,0
18,30,20,0,278,7,16,582,117,1,0
4,77,39,0,225,9,11,221,129,1,0
4,2,20,0,200,7,11,373,285,0,0
4,52,39,0,160,7,8,445,230,0,0
4,52,38,0,255,7,8,352,246,0,0
4,77,39,0,225,9,11,221,129,1,0
4,35,38,0,285,10,11,545,256,0,0
18,30,21,0,195,7,11,598,228,1,0
13,52,38,0,199,10,15,376,167,0,0
4,61,20,0,6,7,6,78,0,0,0
4,72,20,0,11,10,11,580,294,1,0
4,35,38,0,285,10,11,545,256,0,0
4,77,21,0,5,7,14,494,299,1,0
4,52,2,0,180,7,8,56,174,1,0
4,72,20,0,11,7,11,525,294,0,0
4,52,21,0,206,7,15,359,33,1,0
18,0,20,0,171,7,15,596,218,0,0
4,77,21,0,205,7,16,493,181,0,0
4,52,2,0,180,7,8,28,174,0,0
4,61,20,0,183,7,11,371,285,0,0
4,61,20,0,183,7,11,371,285,0,0
4,77,39,0,218,10,6,223,304,0,0
4,52,14,0,147,7,11,305,307,0,0
4,52,20,0,67,7,11,553,275,0,0
4,77,21,0,82,7,16,250,279,1,0
4,72,27,0,7,7,11,336,304,0,0
4,77,21,0,205,7,4,536,256,1,0
4,2,20,0,200,7,11,373,262,0,0
4,52,21,0,217,7,11,3,128,1,0
13,52,38,0,199,10,15,376,167,0,0
4,61,20,0,6,7,6,78,0,0,0
4,52,2,0,180,7,8,455,174,0,0
4,77,21,0,186,3,16,175,87,0,0
4,61,20,0,184,7,16,371,141,1,0
4,77,39,0,218,10,6,223,54,0,0
4,77,21,0,93,7,11,305,291,0,0
4,77,39,0,250,7,11,541,304,1,0
4,61,21,0,188,11,9,70,256,1,0
4,72,20,0,11,9,11,321,294,1,0
4,61,20,0,183,7,16,554,132,0,0
4,61,20,0,183,7,11,371,285,1,0
4,77,21,0,5,7,14,494,299,1,0
4,52,39,0,93,7,8,247,207,1,0
4,52,21,0,219,7,6,61,17,0,0
4,52,21,0,230,7,14,532,262,0,0
4,61,20,0,183,7,11,371,285,0,0
4,35,38,0,285,10,11,545,256,0,0
4,61,20,0,183,7,11,371,285,0,0
4,61,20,0,183,7,16,554,10,1,0
4,77,21,0,206,7,6,172,65,1,0
4,52,20,0,250,7,11,532,268,0,0
4,72,20,0,219,7,6,404,285,0,0
4,35,38,0,285,10,11,545,256,0,0
4,52,20,0,67,7,11,553,275,0,0
9,77,39,0,204,8,11,150,191,0,0
4,77,39,0,250,7,11,541,304,1,0
4,52,20,0,250,7,11,532,135,0,0
4,72,27,0,7,7,11,336,304,0,0
4,52,21,0,230,7,14,532,262,0,0
4,61,20,0,6,7,6,78,0,0,0
4,52,38,0,255,7,8,352,246,0,0
4,52,38,0,255,7,8,352,246,0,0
9,77,39,0,204,8,11,150,191,0,0
4,77,21,0,82,7,15,250,279,1,0
18,30,20,0,278,6,16,582,117,1,0
4,19,61,0,180,0,16,554,229,1,0
18,0,20,0,171,7,15,518,256,0,0
4,52,21,0,193,7,16,337,95,0,0
4,72,27,0,7,7,11,336,304,0,0
4,77,21,0,182,7,16,171,175,1,0
4,77,21,0,196,7,11,514,285,1,0
4,52,21,0,193,7,16,337,285,0,0
5,57,38,0,199,7,15,538,304,0,0
4,4,21,0,225,7,11,374,245,0,0
4,61,20,0,183,7,16,554,122,1,0
4,61,21,0,188,11,9,70,256,1,0
4,72,27,0,7,7,11,336,304,0,0
4,77,39,0,225,9,11,221,129,1,0
4,52,38,0,255,7,8,352,246,0,0
4,77,21,0,198,7,16,437,164,1,0
4,52,39,0,160,7,8,445,230,1,0
13,61,20,0,187,7,16,504,0,0,0
14,19,61,0,180,0,16,554,294,1,0
4,52,21,0,193,7,16,337,220,0,0
13,52,38,0,199,10,15,376,167,0,0
4,52,14,0,147,7,11,305,307,0,0
18,0,20,0,255,7,14,0,228,0,0
4,52,21,0,219,7,6,61,17,0,0
4,52,21,0,217,7,4,596,96,1,0
4,77,20,0,20,9,6,212,103,1,0
4,77,21,0,82,7,11,250,279,1,0
4,77,39,0,225,9,11,221,129,1,0
4,77,21,0,194,7,11,505,125,1,0
18,30,20,0,250,7,11,488,250,1,0
4,67,20,0,16,7,9,577,173,0,0
4,52,21,0,217,7,8,258,283,1,0
4,52,21,0,217,7,11,469,253,0,0
4,77,21,0,5,7,14,494,299,1,0
4,77,21,0,5,7,14,494,299,1,0
4,35,39,0,225,7,11,272,78,0,0
4,14,21,0,225,7,11,374,245,0,0
4,52,21,0,206,7,15,359,33,1,0
4,77,21,0,205,7,4,536,256,1,0
4,77,39,0,250,7,11,541,304,1,0
4,52,21,0,217,7,11,456,207,1,0
18,30,21,0,195,7,11,336,228,1,0
4,72,27,0,7,7,11,336,304,0,0
4,77,39,0,218,10,6,223,287,0,0
4,35,38,0,285,10,11,545,256,0,0
4,77,21,0,194,7,11,505,60,1,0
4,52,21,0,230,7,14,532,262,0,0
4,77,21,0,194,7,11,505,214,1,0
4,77,21,0,196,7,11,514,256,1,0
4,19,61,0,180,0,16,554,268,1,0
4,2,20,0,200,7,11,373,0,0,0
4,72,20,0,219,7,6,404,285,0,0
4,72,27,0,7,7,11,336,304,0,0
4,67,20,0,16,7,9,577,173,0,0
4,52,2,0,180,7,8,0,174,1,0
4,52,21,0,230,7,14,532,262,0,0
4,61,20,0,6,7,6,78,0,0,0
4,61,20,0,183,7,16,554,127,1,0
4,77,39,0,218,10,6,223,127,0,0
18,0,20,0,206,10,14,469,17,0,0
4,77,21,0,82,7,15,250,279,1,0
4,77,21,0,5,7,14,494,299,1,0
4,72,20,0,11,7,11,589,294,1,0
4,52,38,0,255,7,8,352,246,0,0
4,52,14,0,147,7,11,305,307,0,0
4,77,21,0,80,7,11,511,271,1,0
4,52,21,0,193,7,16,337,105,0,0
4,52,21,0,193,7,16,337,164,1,0
4,72,20,0,11,10,11,598,294,1,0
4,2,20,0,200,7,11,373,6,0,0
13,35,61,2,259,7,11,54,138,0,0
4,35,62,2,274,7,14,574,11,0,0
13,77,48,2,31,2,15,294,123,0,0
13,77,80,2,117,6,15,184,138,0,0
4,77,80,2,175,6,11,359,304,1,0
4,52,48,2,224,7,11,81,122,0,0
4,35,62,2,93,2,8,347,33,0,0
4,35,62,2,93,2,8,347,33,0,0
4,4,67,2,53,2,11,265,253,1,0
4,70,62,2,284,7,11,58,268,0,0
4,4,67,2,53,2,11,265,253,1,0
4,77,62,2,113,7,8,323,228,1,0
4,77,59,2,250,6,15,149,285,0,0
4,70,62,2,279,3,15,589,17,0,0
4,4,67,2,53,2,11,265,253,1,0
4,77,62,2,290,8,8,297,69,1,0
4,40,59,2,171,7,15,365,16,1,0
4,70,62,2,279,3,11,589,256,0,0
13,77,80,2,117,6,15,184,138,0,0
4,77,59,2,134,2,4,211,285,0,0
4,14,67,2,13,2,11,105,242,1,0
4,77,59,2,250,6,15,149,285,0,0
14,77,48,2,152,2,4,487,42,0,0
13,35,62,2,290,5,15,596,181,0,0
13,77,61,2,279,7,15,240,132,1,0
4,35,62,2,279,7,15,596,268,0,0
4,35,62,2,274,9,14,574,210,0,0
4,77,62,2,113,7,8,323,228,1,0
13,77,62,2,285,1,8,589,78,1,0
4,14,80,2,172,2,8,153,11,1,0
13,77,80,2,117,6,15,184,138,0,0
13,77,62,2,113,5,11,207,13,0,0
4,35,80,2,280,10,8,100,292,0,0
4,35,61,2,280,7,11,336,117,0,0
14,77,48,2,152,2,4,487,42,0,0
4,31,67,2,19,2,11,210,250,0,0
13,77,62,2,113,5,11,207,13,0,0
4,77,62,2,171,2,8,259,71,0,0
4,70,62,2,279,3,11,589,228,0,0
4,14,80,2,170,2,4,222,279,0,0
13,77,61,2,279,9,15,240,132,1,0
4,14,80,2,172,2,8,153,11,1,0
13,77,48,2,31,2,15,294,123,1,0
13,70,48,2,11,3,15,208,239,0,0
4,31,67,2,19,2,11,210,250,0,0
13,77,62,2,171,1,15,307,11,1,0
4,70,62,2,284,7,11,58,268,0,0
4,35,61,2,180,9,15,336,89,0,0
4,70,62,2,279,3,11,589,285,0,0
4,35,80,2,93,2,11,210,60,1,0
4,35,61,2,171,7,15,336,268,0,0
13,35,61,2,248,7,15,54,127,0,0
4,35,80,2,280,10,8,100,292,1,0
4,77,62,2,171,2,8,259,71,0,0
13,77,80,2,277,6,8,195,95,1,0
4,35,62,2,284,7,8,465,108,0,0
4,70,62,2,284,7,11,58,268,0,0
4,31,67,2,19,2,11,210,250,0,0
4,35,62,2,279,7,11,72,191,0,0
4,35,62,2,274,7,14,574,188,0,0
13,77,48,2,31,2,15,294,123,0,0
4,31,67,2,19,2,11,210,250,0,0
4,52,48,2,224,7,11,81,122,0,0
13,77,80,2,117,6,15,184,138,0,0
4,35,62,2,279,7,15,596,268,0,0
4,35,80,2,280,10,8,100,292,0,0
4,4,67,2,53,2,11,265,253,1,0
4,77,62,2,171,2,8,259,71,1,0
14,77,48,2,152,2,4,487,42,0,0
13,35,61,2,93,10,15,54,38,0,0
4,35,62,2,274,2,14,574,251,0,0
13,77,80,2,93,9,16,81,135,0,0
14,77,48,2,152,2,4,487,42,0,0
4,14,80,2,172,2,8,153,11,1,0
13,77,62,2,113,5,11,207,13,0,0
4,4,67,2,53,2,11,265,253,1,0
13,77,80,2,285,9,11,81,135,0,0
13,77,48,2,31,2,15,294,123,1,0
4,4,67,2,53,2,11,265,253,1,0
4,35,62,2,93,2,8,347,33,0,0
13,77,62,2,171,1,15,307,11,0,1
13,77,48,2,31,2,15,294,123,0,0
13,70,48,2,11,3,15,208,239,1,0
13,70,48,2,11,3,15,208,239,1,0
4,77,59,2,134,2,4,211,285,1,0
4,77,80,2,175,2,8,201,254,0,0
13,77,61,2,279,7,15,240,132,1,0
4,14,80,2,172,2,8,153,11,0,0
13,77,62,2,113,5,11,207,13,0,0
13,77,48,2,31,2,15,294,123,1,0
4,14,67,2,13,2,11,105,242,1,0
13,77,80,2,277,6,8,195,95,1,0
4,77,59,2,134,2,4,211,285,0,0
4,52,48,2,224,7,11,81,122,0,0
4,4,67,2,53,2,11,265,253,1,0
13,77,62,2,285,1,8,589,78,0,0
13,70,48,2,11,3,15,208,239,0,0
4,77,59,2,250,6,15,149,285,0,0
13,35,62,2,290,5,15,596,181,0,0
13,70,48,2,11,3,15,208,239,0,0
13,77,80,2,83,7,8,81,135,0,0
13,70,48,2,11,3,15,208,239,1,0
13,77,62,2,285,1,8,589,78,0,0
4,31,67,2,19,2,11,210,250,0,0
4,77,62,2,113,7,8,323,228,1,0
13,77,80,2,45,7,8,81,135,0,0
4,77,80,2,175,2,8,201,254,0,0
4,77,62,2,171,2,8,259,71,0,0
4,31,67,2,19,2,11,210,250,0,0
13,35,62,2,290,5,15,596,181,0,0
13,77,62,2,113,5,11,207,13,0,0
4,35,62,2,274,7,14,574,56,0,0
4,35,62,2,274,7,14,574,256,0,0
4,77,62,2,171,2,8,259,71,0,0
4,50,62,2,160,6,15,57,33,1,0
13,35,62,2,279,7,11,596,127,0,0
13,35,62,2,279,7,11,596,127,0,0
4,35,61,2,160,9,8,336,56,0,0
4,77,62,2,290,9,8,297,69,1,0
13,77,62,2,285,1,8,589,78,0,0
4,52,48,2,224,7,11,81,122,0,0
4,35,62,2,274,8,14,574,305,0,0
13,35,61,2,157,7,11,54,228,0,0
4,70,62,2,284,7,11,58,268,0,0
4,50,62,2,160,6,15,57,262,1,0
13,35,62,2,279,7,11,596,127,0,0
4,14,80,2,172,2,8,153,11,1,0
4,77,59,2,250,6,15,149,285,0,0
13,77,61,2,279,10,15,240,132,0,0
4,70,62,2,279,3,11,589,136,0,0
4,35,80,2,93,2,11,210,96,0,0
13,77,61,2,279,2,15,240,132,0,0
13,77,61,2,279,9,15,240,132,0,0
4,14,80,2,170,2,4,222,82,0,0
4,77,62,2,290,7,8,297,69,0,0
4,35,62,2,93,2,8,347,33,0,0
13,77,61,2,279,7,15,240,132,1,0
14,77,48,2,152,2,4,487,42,0,0
4,77,59,2,134,2,4,211,285,1,0
13,77,80,2,234,7,15,81,135,0,0
13,35,62,2,290,5,15,596,181,0,0
4,50,62,2,160,6,15,57,141,1,0
4,77,62,2,113,7,8,323,228,1,0
4,35,80,2,93,2,11,210,236,0,0
13,77,48,2,31,2,15,294,123,0,0
13,35,62,2,290,5,15,596,181,0,0
13,77,62,2,113,5,11,207,13,0,0
13,77,62,2,285,1,8,589,78,1,0
4,77,59,2,134,2,4,211,285,1,0
4,4,67,2,53,2,11,265,253,1,0
4,35,62,2,274,7,14,574,54,0,0
13,35,62,2,279,7,11,596,127,0,0
13,35,62,2,279,7,11,596,127,0,0
4,4,67,2,53,2,11,265,253,1,0
4,14,67,2,13,2,11,105,242,0,0
4,70,62,2,279,3,8,589,127,0,0
4,77,62,2,113,7,8,323,228,1,0
13,77,62,2,285,1,8,589,78,1,0
13,77,62,2,171,1,15,307,11,1,0
4,70,62,2,279,3,11,589,302,0,0
4,70,62,2,279,3,4,589,229,0,0
13,77,61,2,279,2,15,240,132,1,0
4,52,48,2,224,7,11,81,122,0,0
13,77,62,2,285,1,8,589,78,0,0
13,35,62,2,279,7,11,596,127,0,0
4,77,59,2,134,2,4,211,285,0,0
13,77,80,2,127,7,4,81,135,0,0
4,77,80,2,175,6,11,359,304,1,0
4,70,62,2,279,3,15,589,78,0,0
4,77,62,2,171,2,8,259,71,0,0
13,35,62,2,279,7,11,596,127,0,0
4,35,80,2,93,2,11,210,207,1,0
13,35,62,2,279,7,11,596,127,0,0
4,35,61,2,7,7,15,336,285,0,0
4,35,62,2,93,2,8,347,33,0,0
13,77,62,2,171,1,15,307,11,1,0
4,40,59,2,171,7,15,365,16,1,0
4,4,67,2,53,2,11,265,253,1,0
4,77,80,2,175,2,8,201,254,0,0
13,77,80,2,277,6,8,195,95,1,0
4,35,80,2,93,2,11,210,147,0,0
4,77,59,2,250,6,15,149,285,0,0
4,35,62,2,93,2,8,347,33,0,0
4,35,62,2,279,7,15,596,268,0,0
4,77,59,2,134,2,4,211,285,1,0
13,77,62,2,113,5,11,207,13,0,0
4,35,80,2,93,2,11,210,190,1,1
4,35,62,2,279,7,15,596,268,0,0
13,35,61,2,285,10,8,54,127,0,0
4,77,62,2,113,7,8,323,228,1,0
4,14,80,2,170,2,4,222,228,1,0
4,70,62,2,284,7,11,58,268,0,0
4,77,80,2,175,6,11,359,304,1,0
4,77,62,2,171,2,8,259,71,1,0
4,77,62,2,113,7,8,323,228,1,0
4,77,80,2,175,6,11,359,304,1,0
4,14,80,2,170,2,4,222,127,1,0
13,35,62,2,279,7,11,596,127,0,0
4,14,80,2,172,2,8,153,11,0,0
4,77,59,2,134,2,4,211,285,1,0
4,35,80,2,280,10,8,100,292,1,0
13,77,80,2,279,2,15,81,135,0,0
4,35,62,2,93,2,8,347,33,0,0
13,77,61,2,279,9,15,240,132,0,0
14,77,48,2,152,2,4,487,42,0,0
4,52,48,2,224,7,11,81,122,0,0
4,35,62,2,279,7,11,72,191,0,0
4,77,62,2,290,10,8,297,69,0,0
13,70,48,2,11,3,15,208,239,1,0
4,14,80,2,172,2,8,153,11,0,0
4,35,62,2,279,7,15,596,268,0,0
4,77,62,2,171,2,8,259,71,1,0
4,70,62,2,279,3,15,589,249,0,0
13,77,80,2,132,7,4,81,135,0,0
4,14,67,2,13,2,11,105,242,0,0
4,77,80,2,175,2,8,201,254,0,0
13,77,62,2,285,1,8,589,78,0,0
13,35,62,2,279,7,11,596,127,0,0
13,77,62,2,113,5,11,207,13,0,0
13,70,48,2,11,3,15,208,239,0,0
4,77,80,2,175,6,11,359,304,1,0
4,35,62,2,279,7,15,596,268,0,0
4,77,62,2,113,7,8,323,228,1,0
4,14,80,2,170,2,4,222,42,0,0
4,4,67,2,53,2,11,265,253,1,0
4,77,59,2,134,2,4,211,285,1,0
4,4,67,2,53,2,11,265,253,1,0
4,35,62,2,93,2,8,347,33,0,0
13,77,48,2,31,2,15,294,123,1,0
4,70,62,2,284,7,11,58,268,0,0
4,40,59,2,171,7,15,365,16,1,0
4,14,80,2,170,2,4,222,182,0,0
13,70,48,2,11,3,15,208,239,0,0
14,77,48,2,152,2,4,487,42,0,0
13,70,48,2,11,3,15,208,239,0,0
14,77,48,2,152,2,4,487,42,0,0
13,35,61,2,161,7,15,54,234,0,0
4,35,80,2,280,10,8,100,292,0,0
4,35,80,2,280,10,8,100,292,1,0
4,70,62,2,279,3,6,589,40,0,0
13,70,48,2,11,3,15,208,239,0,0
4,35,62,2,279,7,15,596,268,0,0
4,70,62,2,284,7,11,58,268,0,0
4,77,59,2,134,2,4,211,285,0,0
4,35,61,2,248,7,8,336,228,0,0
4,77,59,2,134,2,4,211,285,0,0
4,31,67,2,19,2,11,210,250,0,0
13,77,80,2,117,6,15,184,138,0,0
4,14,80,2,170,2,4,222,136,0,0
13,77,48,2,31,2,15,294,123,0,0
13,35,13,2,109,4,15,424,119,0,0
13,35,9,2,231,7,15,407,132,0,0
13,4,14,2,171,9,15,331,118,1,0
18,14,9,2,195,7,15,198,83,1,0
18,35,13,2,147,9,15,182,77,0,0
13,4,9,2,93,9,15,27,182,1,0
13,35,13,2,109,4,15,424,119,0,0
13,52,14,2,174,9,15,423,125,0,0
4,38,4,2,180,7,15,415,127,1,0
9,29,11,2,101,6,15,566,284,0,0
18,14,9,2,195,7,15,198,83,1,0
18,14,9,2,195,7,15,198,83,0,0
6,1,16,2,209,7,15,429,304,0,0
13,4,9,2,93,9,15,27,182,1,0
6,44,62,2,94,8,15,210,285,0,0
18,35,13,2,147,9,15,182,77,0,0
6,1,16,2,209,7,15,429,304,0,0
4,4,13,2,111,9,15,406,209,1,0
13,77,13,2,166,9,15,380,154,1,0
13,4,9,2,93,9,15,27,182,1,0
13,4,14,2,171,7,15,394,131,1,0
6,1,16,2,209,7,15,429,304,0,0
13,4,9,2,132,9,15,28,135,1,0
4,4,71,2,93,7,15,406,79,1,0
13,4,14,2,171,9,15,394,131,1,0
4,77,2,2,199,7,15,598,127,1,0
13,4,9,2,93,9,15,27,182,1,0
6,25,71,2,244,7,15,443,229,0,0
13,4,9,2,132,9,15,28,135,1,0
13,58,14,2,174,9,15,423,125,0,0
13,77,13,2,166,9,15,380,154,1,0
13,4,9,2,132,9,15,28,135,1,0
13,31,14,2,140,6,15,196,185,0,0
4,35,13,2,160,9,15,469,127,1,0
13,50,6,2,279,9,15,281,181,1,0
13,50,6,2,279,9,15,281,181,1,0
13,35,7,2,180,7,15,359,304,0,0
4,77,2,2,199,9,15,598,127,1,0
4,77,2,2,199,7,15,598,127,1,0
5,52,18,2,285,9,15,588,228,0,0
