milk,country,type,fat_content,texture,rind,color,flavor,aroma,vegetarian,vegan
4,77,62,0,172,2,11,90,285,1,0
8,77,67,0,19,2,11,5,285,1,0
1,52,38,0,250,7,11,596,11,0,0
13,14,48,0,219,1,8,552,228,0,0
13,35,61,0,250,1,15,598,222,0,0
4,35,80,0,93,2,15,297,299,1,0
4,77,67,0,171,10,15,94,92,1,0
4,77,67,0,280,2,8,132,250,0,0
4,31,67,0,163,2,15,226,143,1,0
13,70,59,0,93,2,8,247,231,1,0
13,77,59,0,98,2,15,325,91,1,0
4,14,80,0,28,2,4,247,229,1,0
6,35,62,0,93,9,15,469,240,0,0
13,52,67,0,155,2,15,596,132,0,0
4,30,61,0,93,2,8,194,21,0,0
13,77,67,0,14,2,15,148,285,1,0
5,35,67,0,132,2,4,552,207,0,0
13,35,62,0,160,5,15,583,0,0,0
4,77,62,0,164,9,15,274,80,1,0
4,77,61,0,127,2,11,113,197,1,0
13,77,67,0,14,2,15,148,285,1,0
13,14,80,0,258,2,15,40,185,1,0
4,77,67,0,280,2,8,132,250,1,0
13,35,62,0,127,7,11,54,268,0,0
13,50,62,0,279,1,16,359,49,0,0
4,14,80,0,29,2,15,7,251,0,0
4,27,63,0,216,9,11,441,145,0,0
4,14,80,0,28,2,4,247,229,0,0
4,35,80,0,160,2,15,151,127,1,0
0,52,31,0,250,10,11,290,54,0,0
13,14,55,0,19,7,11,93,1,0,0
4,14,61,0,28,10,8,93,250,1,0
8,77,67,0,19,2,11,5,285,1,0
4,77,67,0,171,10,15,94,92,0,0
4,52,61,0,160,7,15,145,136,0,0
6,52,67,0,142,6,14,6,99,0,0
4,77,61,0,267,2,11,596,291,0,0
13,35,80,0,19,2,4,399,183,0,0
18,78,61,0,285,10,6,598,68,1,0
4,19,61,0,176,0,15,232,285,1,0
14,77,62,0,282,2,6,431,285,0,0
13,35,80,0,93,10,15,596,127,1,0
13,77,59,0,113,6,15,192,187,0,0
4,27,63,0,216,9,11,441,141,0,0
1,52,38,0,250,7,11,596,11,0,0
4,77,51,0,32,2,15,96,200,0,0
4,33,63,0,180,7,16,598,54,1,0
13,77,61,0,93,7,15,183,135,0,0
13,77,61,0,176,6,8,12,181,0,0
4,33,63,0,180,7,16,598,181,1,0
13,35,61,0,161,7,15,215,120,0,0
4,14,80,0,34,2,4,210,256,0,0
18,30,62,0,168,6,15,469,291,1,0
0,52,31,0,250,10,11,290,54,0,0
4,77,62,0,160,2,11,483,274,1,0
4,14,80,0,26,2,4,147,127,1,0
4,30,61,0,93,2,8,194,21,1,0
4,14,80,0,34,2,4,266,256,0,0
5,31,67,0,162,2,15,243,152,1,0
4,77,61,0,267,2,16,596,291,0,0
8,77,67,0,19,2,11,5,285,1,0
4,74,74,0,32,9,11,419,123,0,0
4,27,70,0,93,2,15,247,228,0,0
4,40,59,0,161,7,8,492,256,1,0
4,35,67,0,160,2,14,472,70,0,0
4,77,80,0,131,1,15,187,145,0,0
4,30,61,0,93,2,8,194,21,1,0
4,35,62,0,113,6,15,152,240,0,0
4,14,53,0,19,7,4,277,109,0,0
4,14,80,0,28,2,4,247,229,1,0
4,14,80,0,26,2,8,93,279,0,0
4,14,55,0,19,7,11,93,1,0,0
13,14,48,0,219,1,8,552,228,0,0
4,77,48,0,286,2,15,106,241,1,0
4,35,61,0,93,10,8,341,211,0,0
19,52,51,0,175,2,15,303,25,0,0
4,77,62,0,93,9,11,161,285,0,0
18,19,61,0,176,0,15,232,285,1,0
4,35,61,0,93,10,15,413,137,0,0
5,77,33,0,285,2,8,93,49,1,0
5,77,33,0,285,2,8,93,49,1,0
18,35,61,0,160,10,9,305,195,1,0
5,77,80,0,160,6,15,597,268,1,0
4,35,58,0,160,10,15,362,105,0,0
4,35,67,0,160,2,14,472,70,1,0
4,77,67,0,153,2,11,128,256,1,0
13,14,80,0,258,2,15,40,185,1,0
4,77,80,0,171,2,8,9,102,0,0
4,35,61,0,93,2,4,247,0,0,0
18,30,62,0,168,6,15,469,291,1,0
18,35,61,0,160,10,9,305,195,1,0
4,14,80,0,26,2,4,147,127,0,0
4,77,73,0,41,8,15,81,294,0,0
3,56,62,0,93,2,15,550,11,1,0
4,35,62,0,47,2,4,441,60,0,0
5,14,80,0,25,2,4,93,250,0,0
13,77,59,0,113,6,15,192,187,0,0
18,78,61,0,285,10,6,590,14,0,0
4,14,61,0,19,10,4,105,147,0,0
4,77,61,0,127,2,11,113,197,1,0
4,35,62,0,148,10,15,347,266,0,0
4,35,58,0,160,10,15,362,105,0,0
4,77,80,0,171,7,11,36,268,1,0
13,70,48,0,290,2,15,425,218,0,0
13,14,53,0,21,7,3,95,51,1,0
4,77,62,0,25,10,11,101,250,0,0
4,30,61,0,93,2,8,194,21,1,0
4,14,61,0,28,10,8,93,250,1,0
4,35,59,0,250,2,16,537,198,1,0
4,40,59,0,161,7,8,492,256,0,0
19,52,51,0,175,2,15,303,25,0,0
18,35,51,0,132,2,15,447,255,0,0
13,35,61,0,253,0,8,14,0,0,0
18,35,51,0,132,2,15,447,255,0,0
4,27,63,0,216,9,11,441,117,0,0
4,77,73,0,41,8,15,81,294,0,0
4,77,62,0,290,2,11,483,309,0,0
13,74,62,0,180,6,15,459,181,1,0
17,74,61,0,24,6,4,137,61,1,1
13,35,62,0,160,5,15,341,87,1,0
4,33,62,0,160,6,15,81,127,1,0
4,14,80,0,26,2,8,93,279,1,0
4,14,80,0,173,2,4,248,141,0,0
4,77,67,0,153,2,11,128,191,1,0
4,78,61,0,268,9,15,173,0,0,0
4,35,62,0,113,6,15,152,240,0,0
3,56,62,0,93,2,15,550,0,1,0
4,77,51,0,32,2,15,96,200,0,0
4,77,67,0,153,2,11,128,127,1,0
4,77,67,0,153,2,11,128,268,1,0
5,35,67,0,132,2,4,552,207,0,0
4,14,80,0,34,2,4,210,256,1,0
19,52,61,0,160,7,15,145,136,0,0
13,35,62,0,250,2,15,0,127,0,0
4,77,66,0,171,10,15,4,52,1,0
18,77,59,0,93,2,8,211,304,1,0
6,52,67,0,142,6,14,6,99,0,0
4,77,48,0,286,2,15,106,241,0,0
4,50,62,0,160,10,11,333,0,0,0
4,14,53,0,21,7,3,95,51,1,0
4,50,62,0,160,10,11,333,0,0,0
13,4,14,0,171,1,15,294,127,1,0
4,35,61,0,160,10,9,345,267,0,0
13,70,48,0,290,2,15,425,218,0,0
4,35,80,0,113,2,8,165,285,1,0
4,77,62,0,25,10,11,101,250,1,0
3,56,62,0,93,2,15,550,77,1,0
4,50,48,0,93,2,11,484,26,1,0
13,77,67,0,14,2,15,148,285,1,0
18,35,62,0,160,7,11,381,181,0,0
13,52,67,0,155,2,15,596,132,0,0
5,77,59,0,127,7,11,166,184,1,0
4,33,62,0,160,6,15,81,127,1,0
18,35,51,0,132,2,15,447,255,0,0
5,77,80,0,260,2,4,518,181,0,0
3,56,62,0,93,2,15,550,123,1,0
13,35,61,0,253,0,8,14,0,0,0
4,35,61,0,93,2,4,247,0,0,0
4,14,80,0,29,2,11,7,251,0,0
4,77,67,0,171,10,15,94,92,1,0
4,77,61,0,127,2,11,113,197,1,0
5,77,80,0,260,2,4,518,181,1,0
4,14,61,0,19,10,4,105,0,0,0
5,77,80,0,260,2,4,518,181,1,0
4,19,61,0,176,0,15,232,285,1,0
5,77,80,0,260,2,4,518,181,1,0
1,52,38,0,250,7,11,596,11,0,0
4,77,67,0,171,10,15,94,92,1,0
4,33,63,0,180,7,16,598,208,1,0
4,77,67,0,43,6,8,114,100,1,0
4,77,48,0,286,2,15,106,241,0,0
4,35,61,0,93,10,11,222,290,1,0
4,77,80,0,225,1,15,560,291,1,0
4,77,67,0,171,10,15,94,92,0,0
8,77,67,0,19,2,11,5,285,1,0
4,33,62,0,160,6,15,81,127,1,0
4,33,62,0,160,6,15,81,127,1,0
4,35,79,0,169,10,11,369,38,0,0
5,77,80,0,160,6,15,597,268,1,0
13,77,67,0,115,2,15,145,221,0,0
4,35,80,0,93,2,5,297,299,0,0
4,74,74,0,32,9,11,432,199,0,0
13,35,61,0,176,8,15,247,132,0,0
13,4,14,0,171,1,15,294,127,1,0
4,5,62,0,52,10,15,247,279,1,0
4,77,62,0,93,9,11,161,285,0,0
4,77,62,0,285,2,11,559,124,1,0
13,14,61,0,160,1,8,42,181,1,0
4,40,59,0,161,7,8,492,256,0,0
4,77,61,0,285,2,11,324,171,1,0
13,14,67,0,171,2,15,2,82,1,0
4,35,61,0,160,10,9,345,267,0,0
4,35,67,0,27,2,11,111,285,1,0
14,77,62,0,282,2,15,431,285,1,0
4,35,61,0,93,10,11,222,68,1,0
4,14,61,0,28,10,8,93,250,1,0
4,35,61,0,93,10,11,222,185,1,0
4,35,67,0,27,2,11,111,285,1,0
18,35,51,0,132,2,15,447,255,0,0
13,35,61,0,253,0,8,14,0,0,0
4,31,67,0,163,2,15,226,143,1,0
13,77,62,0,116,2,8,288,67,1,0
18,77,59,0,93,2,8,211,304,1,0
4,14,80,0,29,2,11,7,251,1,0
5,31,67,0,162,2,15,243,152,1,0
13,77,59,0,113,6,15,192,187,0,0
4,77,48,0,286,2,15,106,241,0,0
13,77,80,0,93,1,15,16,87,1,0
4,77,73,0,41,8,15,81,294,0,0
17,74,61,0,286,6,15,313,87,1,1
4,35,59,0,250,2,16,537,198,1,0
5,14,80,0,25,2,4,93,250,0,0
4,14,54,0,292,10,4,330,90,0,0
4,77,62,0,285,2,11,559,124,1,0
4,14,61,0,28,10,8,93,250,1,0
4,77,62,0,160,2,11,486,285,1,0
4,35,80,0,160,2,15,151,127,1,0
5,77,80,0,260,2,4,518,181,0,0
1,52,38,0,250,7,11,596,11,0,0
4,77,48,0,286,2,15,106,241,1,0
4,14,80,0,26,2,4,147,127,0,0
4,52,61,0,67,1,11,565,35,0,0
4,35,62,0,47,2,4,441,60,0,0
4,33,62,0,160,6,15,81,127,1,0
4,14,55,0,19,7,11,93,1,0,0
5,14,80,0,25,2,4,93,250,1,0
4,35,61,0,93,10,11,222,304,0,0
4,14,80,0,26,2,4,147,127,0,0
4,77,61,0,127,2,11,113,197,1,0
4,35,67,0,27,2,11,111,285,0,0
18,35,62,0,160,10,11,381,181,0,0
4,33,63,0,180,7,16,598,181,1,0
4,4,80,0,93,6,11,143,127,1,0
4,31,67,0,163,2,15,226,143,1,0
18,35,62,0,160,7,11,381,181,0,0
18,52,48,2,90,7,15,478,10,0,0
18,70,61,2,269,9,11,297,27,0,0
18,77,14,2,143,7,15,534,141,1,0
18,52,48,0,107,7,11,210,290,0,0
18,52,21,2,49,7,14,359,38,1,0
18,77,39,0,76,7,11,173,256,0,0
18,77,39,0,76,7,11,173,160,1,0
18,52,39,0,67,7,11,533,299,0,0
18,77,39,0,132,11,15,296,127,1,0
18,67,1,0,180,3,8,167,49,1,0
18,52,39,2,67,7,8,580,9,1,0
18,65,48,2,179,10,11,414,145,1,0
18,52,21,2,83,7,11,409,210,0,0
18,52,48,0,75,7,4,566,272,1,0
18,65,48,2,179,10,11,414,194,1,0
18,52,21,2,205,7,14,332,8,0,0
18,52,62,2,285,7,11,596,304,0,0
18,52,21,2,49,7,14,359,38,1,0
18,35,39,0,124,7,8,321,140,1,0
18,77,2,2,67,7,8,598,206,1,0
18,52,21,0,225,5,15,129,98,0,0
18,67,1,0,180,3,8,167,49,1,0
18,52,21,2,207,10,15,316,284,0,0
18,52,39,2,207,7,15,473,256,0,0
18,52,48,0,44,7,15,159,277,0,0
18,52,62,2,285,7,11,535,285,1,0
18,70,61,2,269,11,11,38,145,1,0
18,52,62,2,160,7,8,529,229,0,0
18,52,62,2,160,3,8,529,229,1,0
18,52,48,0,279,1,15,581,145,0,0
18,52,62,2,160,8,8,529,229,0,0
18,52,48,0,280,5,14,418,23,1,0
18,52,21,0,205,7,8,259,5,1,0
18,52,21,2,205,7,14,332,8,0,0
18,77,39,0,132,11,15,296,127,1,0
18,52,48,0,280,5,14,418,23,0,0
18,74,20,0,60,7,11,432,309,0,0
18,52,21,2,49,7,14,359,38,1,0
18,77,21,2,130,7,14,79,85,1,0
18,52,21,0,250,7,4,565,199,0,0
20,22,21,0,221,7,11,461,0,1,0
18,63,20,2,206,7,15,506,141,0,0
18,52,62,2,285,7,11,574,256,1,0
18,52,21,0,252,7,11,417,207,0,0
18,35,48,2,127,5,15,199,207,1,0
18,52,39,2,67,7,8,580,9,0,0
18,65,48,2,179,10,11,414,115,1,0
18,52,62,2,285,7,11,133,304,1,0
18,52,39,2,138,7,14,546,299,0,0
18,52,48,0,161,7,15,294,5,0,0
18,35,39,0,147,7,8,449,87,0,0
18,52,48,0,279,1,15,581,145,0,0
18,23,21,2,206,7,16,535,268,0,0
18,52,20,0,93,7,11,552,256,0,0
18,52,20,2,81,10,15,316,281,0,0
18,63,20,2,206,7,0,506,23,0,0
18,65,48,2,179,10,11,414,127,1,0
18,77,45,2,279,10,11,343,281,1,0
18,52,39,2,207,5,15,322,149,0,0
18,63,20,2,206,7,11,506,110,0,0
18,52,39,2,207,5,15,322,149,0,0
18,52,48,2,91,5,14,411,38,1,0
20,22,21,0,221,7,11,164,0,0,0
18,52,48,0,161,7,15,294,5,1,0
18,52,38,2,86,7,11,206,191,0,0
19,52,48,2,113,7,8,99,158,0,0
18,52,62,2,160,6,8,529,229,0,0
18,52,21,0,252,7,11,417,207,0,0
18,52,48,2,160,7,15,476,249,1,0
18,70,61,2,269,7,11,144,304,0,0
18,77,14,2,143,7,15,534,141,1,0
18,52,62,2,160,9,8,529,229,1,0
18,52,48,0,279,5,15,418,23,0,0
18,52,39,2,67,7,8,580,9,0,0
18,52,39,0,67,7,11,533,299,0,0
18,67,20,0,37,7,10,401,196,1,0
18,52,62,2,285,7,11,269,87,0,0
18,52,39,0,18,7,16,216,33,0,0
18,70,20,2,88,10,11,149,299,0,0
18,70,61,2,269,2,11,164,5,1,0
18,52,39,2,68,7,15,68,107,1,0
18,52,34,2,138,7,8,591,299,0,0
18,52,39,2,138,7,14,546,299,0,0
18,35,48,2,127,7,15,199,207,0,0
18,35,21,0,263,10,11,450,127,0,0
18,35,39,0,147,7,8,449,87,0,0
18,52,48,2,91,5,14,411,38,1,0
19,52,14,0,54,9,15,446,142,0,0
18,35,39,0,147,7,8,449,87,0,0
18,23,21,2,206,7,16,535,268,1,0
18,23,21,2,206,7,16,535,268,1,0
18,35,39,0,124,7,8,321,140,1,0
18,77,39,2,94,9,8,480,243,0,0
18,52,39,0,18,7,16,216,33,0,0
18,70,34,2,259,7,14,164,152,0,0
18,74,20,0,60,7,11,32,309,1,0
18,77,21,2,130,7,14,79,85,1,0
18,77,14,2,143,7,15,534,141,1,0
20,60,14,2,250,7,11,252,0,1,0
18,52,38,2,86,7,11,206,191,0,0
18,35,39,0,124,7,8,321,140,0,0
18,52,48,2,160,7,15,476,249,0,0
18,50,21,0,254,8,11,454,14,1,0
18,52,62,2,160,7,8,529,229,1,0
18,52,39,2,75,7,14,513,304,1,0
18,52,48,0,161,7,15,294,5,0,0
18,23,21,2,206,7,16,535,268,1,0
18,52,34,2,138,7,8,591,299,0,0
18,52,48,0,279,1,15,581,145,0,0
18,77,39,0,132,11,15,296,127,1,0
18,35,21,0,263,10,11,450,127,0,0
18,77,39,2,94,7,11,480,243,0,0
18,52,21,0,252,7,11,417,207,0,0
18,52,48,2,68,7,14,295,0,0,0
18,35,48,2,127,7,15,199,207,0,0
18,70,61,2,269,9,11,54,38,1,0
18,52,48,0,44,7,15,159,277,0,0
18,30,47,2,62,10,12,435,42,0,0
18,52,48,0,280,5,14,418,23,1,0
18,52,48,2,91,5,14,411,38,0,0
18,52,48,2,90,7,15,478,10,0,0
18,63,20,2,206,7,15,506,84,0,0
18,50,21,0,254,8,11,454,304,1,0
18,70,61,2,269,7,11,103,190,1,0
18,52,39,0,180,7,15,595,276,1,0
18,70,20,2,88,7,11,149,54,1,0
18,52,20,0,93,7,11,164,122,0,0
19,52,38,0,67,7,8,596,2,0,0
19,52,48,2,54,7,15,578,273,0,0
18,52,39,2,138,7,14,546,299,1,0
18,52,39,2,207,7,15,473,256,0,0
18,70,34,2,259,7,14,164,152,0,0
18,52,39,2,213,7,8,353,166,0,0
18,52,48,0,44,7,15,159,277,1,0
18,52,39,2,68,7,15,68,107,1,0
18,52,62,2,160,9,8,529,229,1,0
18,52,39,0,279,7,15,582,146,1,0
18,77,45,2,279,10,11,343,272,1,0
18,70,34,2,259,7,14,164,152,0,0
18,70,34,2,259,7,14,164,152,0,0
18,52,48,0,161,7,15,294,5,1,0
18,52,21,2,83,7,11,409,210,0,0
18,52,62,2,160,1,8,529,229,0,0
18,77,39,0,76,7,11,173,117,1,0
18,52,62,2,160,7,8,529,229,1,0
18,35,21,0,263,10,11,450,127,0,0
18,52,48,2,68,7,14,295,0,1,0
18,52,62,2,160,8,8,529,229,0,0
18,30,47,2,62,10,12,435,42,0,0
18,77,39,0,132,11,15,296,127,1,0
18,52,38,2,160,10,11,441,256,0,0
18,77,14,2,143,7,15,534,141,1,0
18,52,48,2,68,7,14,295,0,0,0
18,35,48,2,127,10,15,199,207,0,0
18,52,62,2,160,10,8,529,229,0,0
18,52,39,2,75,7,14,513,304,1,0
18,52,48,0,280,5,14,418,23,0,0
18,52,48,0,161,7,15,294,5,0,0
18,52,39,0,67,7,11,533,299,0,0
18,52,39,2,207,7,15,473,256,0,0
19,52,48,2,54,7,15,578,273,0,0
18,52,48,2,90,7,15,478,10,1,0
18,52,62,2,160,2,8,529,229,0,0
18,52,21,0,225,5,15,129,98,0,0
18,52,48,2,90,7,15,478,10,0,0
20,60,14,2,250,7,11,252,0,0,0
18,52,21,0,250,7,4,565,199,0,0
18,65,48,2,179,10,11,414,0,1,0
18,77,39,0,132,11,15,296,127,1,0
18,52,39,0,56,7,10,351,176,0,0
18,52,39,2,207,7,15,473,256,0,0
18,65,48,2,179,10,11,414,191,1,0
18,65,48,2,179,10,11,414,152,1,0
18,52,39,2,207,5,15,322,149,1,0
18,35,21,0,263,10,11,450,127,0,0
18,52,21,2,264,1,8,395,214,1,0
18,65,48,2,179,10,11,414,127,1,0
18,52,39,2,67,7,8,580,9,0,0
18,52,48,0,161,7,15,294,5,0,0
19,52,48,2,54,7,15,578,273,0,0
18,52,38,2,160,9,11,441,256,0,0
19,52,48,2,54,7,15,578,273,0,0
18,52,39,0,75,7,8,580,276,1,0
18,52,21,0,205,7,8,259,5,0,0
18,77,39,0,76,7,11,173,288,1,0
18,52,39,0,56,7,10,351,176,0,0
18,78,38,2,11,10,4,128,304,1,0
18,52,48,0,75,7,4,566,272,1,0
18,52,39,0,67,7,11,533,299,0,0
18,52,20,2,207,7,11,536,304,0,0
18,52,38,2,160,9,11,441,256,0,0
19,52,14,0,54,9,15,446,142,0,0
18,77,39,2,250,7,11,597,309,1,0
18,77,21,2,130,7,14,79,85,1,0
18,52,39,2,207,7,15,473,256,0,0
18,52,38,2,160,6,11,441,256,0,0
18,77,39,0,132,11,15,296,127,1,0
18,52,39,0,17,7,14,562,38,0,0
18,52,39,2,207,7,15,473,256,0,0
18,52,20,0,93,7,11,425,117,0,0
18,52,21,2,264,1,8,395,214,1,0
18,52,47,0,279,7,15,580,304,0,0
18,52,21,2,264,1,8,395,214,1,0
18,52,39,0,17,7,14,562,38,0,0
18,52,39,2,138,7,14,546,299,1,0
18,52,48,2,90,7,15,478,10,1,0
18,35,39,0,124,7,8,321,140,0,0
18,52,48,0,279,5,15,418,23,0,0
18,52,21,0,250,10,4,565,199,0,0
18,35,21,0,263,10,11,450,127,0,0
19,52,14,0,54,9,15,446,142,0,0
18,52,39,0,279,7,15,582,146,0,0
18,52,20,2,81,10,15,316,281,0,0
18,50,21,0,254,8,11,454,290,1,0
18,49,38,2,160,9,11,589,127,0,0
18,52,48,0,44,7,15,159,277,0,0
18,74,20,0,60,7,11,449,309,0,0
18,77,39,2,250,7,11,597,309,1,0
18,52,62,2,285,7,11,176,200,1,0
18,65,48,2,179,10,11,414,3,1,0
18,35,21,0,263,10,11,450,127,0,0
18,52,48,2,160,7,15,476,249,1,0
20,60,14,2,250,7,11,252,0,0,0
18,52,20,2,207,7,11,536,304,0,0
18,52,39,2,75,7,14,513,304,1,0
19,52,48,2,54,7,15,578,273,0,0
18,35,48,2,127,7,15,199,207,1,0
18,52,21,2,264,1,8,395,214,1,0
18,52,48,2,160,7,15,476,249,0,0
18,77,39,0,132,11,15,296,127,1,0
18,52,39,0,17,7,14,562,38,0,0
18,52,39,0,67,7,11,533,299,0,0
18,52,39,2,207,5,15,322,149,1,0
18,35,39,0,124,7,8,321,140,0,0
18,52,39,0,67,7,11,533,299,0,0
18,77,39,0,76,7,11,173,135,0,0
18,77,14,2,143,7,15,534,141,1,0
18,52,20,0,93,7,11,226,181,0,0
18,52,48,0,75,7,4,566,272,0,0
18,52,20,2,93,10,9,250,0,1,0
20,22,21,0,221,7,8,506,0,0,0
18,52,39,2,213,7,8,353,166,1,0
18,52,39,2,207,5,15,322,149,0,0
18,23,21,2,206,7,16,535,268,0,0
18,52,48,0,107,7,11,210,290,0,0
18,52,39,0,18,7,16,216,33,1,0
18,35,39,0,124,7,8,321,140,0,0
18,52,39,0,75,7,8,580,276,1,0
18,35,39,0,124,7,8,321,140,1,0
18,52,21,0,252,7,11,417,207,0,0
4,52,34,0,93,7,11,562,304,0,0
6,77,39,0,93,10,16,244,304,0,0
4,77,44,0,93,7,14,255,294,0,0
4,50,47,0,93,7,6,583,299,0,0
4,77,39,0,180,9,11,579,299,1,0
14,65,38,0,17,10,16,92,228,0,0
4,61,21,0,199,11,16,354,33,0,0
13,77,39,0,227,10,8,168,20,0,0
6,61,20,0,181,11,16,284,285,1,0
4,50,20,0,250,11,15,596,290,1,0
13,77,39,0,93,7,11,441,181,1,0
6,61,20,0,181,11,16,498,285,0,0
9,77,33,0,11,7,16,506,104,0,0
9,64,39,0,147,7,11,572,294,0,0
4,50,47,0,93,7,6,583,121,0,0
4,58,13,0,176,9,15,52,11,0,0
4,77,39,0,76,7,16,451,122,1,0
4,61,21,0,199,11,16,354,33,0,0
13,45,20,0,112,9,8,179,272,0,0
4,61,20,0,210,11,6,175,57,0,0
4,61,39,0,250,2,16,591,0,0,0
9,64,39,0,147,7,11,572,294,0,0
6,77,39,0,93,10,16,494,11,0,0
13,35,20,0,147,7,15,503,175,0,0
13,35,20,0,202,7,15,503,147,0,0
6,77,38,0,123,11,8,381,268,1,0
13,35,20,0,259,7,15,503,197,0,0
4,52,34,0,93,7,4,371,304,0,0
4,61,21,0,130,8,11,107,87,0,0
9,77,33,0,11,7,16,506,104,1,0
14,65,38,0,93,7,16,23,304,0,0
4,52,34,0,93,7,11,371,304,0,0
4,47,13,0,160,7,11,212,175,1,0
4,50,47,0,93,7,6,583,137,0,0
4,72,39,0,263,11,8,488,263,0,0
18,62,20,0,228,11,8,82,239,1,0
13,61,38,0,237,7,15,589,304,0,0
14,65,34,0,239,7,16,0,109,0,0
9,64,39,0,147,7,11,572,294,0,0
4,52,47,0,160,8,11,136,268,0,0
6,54,14,0,116,9,15,140,127,0,0
13,77,39,0,227,10,8,168,20,0,0
6,61,20,0,181,11,16,274,285,1,0
9,64,39,0,147,7,11,572,294,0,0
13,77,39,0,180,7,4,598,235,1,0
4,31,39,0,148,10,3,488,283,1,0
4,52,1,0,67,7,11,354,285,0,0
6,77,38,0,123,11,8,381,268,1,0
4,68,39,0,160,10,14,578,284,1,0
13,77,39,0,93,7,8,441,181,1,0
13,77,39,0,9,10,6,314,283,0,0
14,65,34,0,180,7,16,0,127,0,0
6,61,20,0,181,11,16,23,285,1,0
4,52,20,0,82,7,16,368,279,0,0
4,30,38,0,93,11,5,588,299,1,0
14,65,34,0,165,7,16,0,152,0,0
4,30,38,0,93,11,5,588,299,1,0
4,65,38,0,55,7,6,591,299,0,0
13,61,38,0,165,10,15,589,304,0,0
4,31,39,0,148,10,3,488,119,1,0
4,72,21,0,93,7,4,297,123,1,0
13,35,20,0,201,7,9,503,87,0,0
4,52,47,0,160,8,11,136,268,0,0
4,63,39,0,180,2,8,497,0,0,0
6,77,39,0,93,10,16,303,132,0,0
13,35,20,0,237,7,0,503,68,0,0
4,61,38,0,148,7,15,455,304,1,0
13,77,39,0,227,10,8,168,20,0,0
4,77,39,0,180,9,11,579,299,1,0
13,77,21,0,93,6,8,173,256,0,0
9,64,39,0,147,7,11,572,294,0,0
4,77,39,0,93,9,11,210,0,1,0
13,77,39,0,255,7,8,509,220,1,0
6,77,39,0,93,10,16,359,293,0,0
4,61,38,0,151,7,11,154,158,0,0
17,74,33,0,158,9,11,500,234,1,1
13,77,39,0,180,7,4,598,235,1,0
6,54,14,0,116,9,15,140,127,0,0
4,35,38,0,237,10,8,111,0,0,0
4,52,1,0,67,7,11,354,285,0,0
4,65,38,0,55,7,6,591,255,0,0
4,61,20,0,218,7,16,379,285,0,0
4,52,1,0,67,7,11,354,285,0,0
4,68,39,0,160,10,14,578,284,1,0
4,68,39,0,160,10,14,578,284,1,0
4,58,13,0,176,9,15,52,11,0,0
4,48,38,0,84,8,16,356,228,1,0
4,77,39,0,93,9,11,210,0,1,0
13,50,21,0,255,8,11,319,190,1,0
4,47,13,0,44,7,15,164,107,1,0
13,72,39,0,263,11,8,488,263,0,0
4,61,38,0,132,7,16,149,66,0,0
4,72,21,0,93,7,4,297,145,0,0
4,58,13,0,176,9,15,52,11,0,0
4,63,39,0,180,7,15,497,0,0,0
13,50,20,0,94,7,8,311,43,1,0
13,35,20,0,237,7,15,503,304,0,0
13,77,39,0,93,7,8,553,181,1,0
4,31,39,0,148,10,3,488,290,1,0
4,68,39,0,160,10,14,578,284,1,0
17,74,33,0,158,9,11,500,234,1,1
6,77,38,0,123,11,8,381,268,1,0
14,65,38,0,148,9,11,506,304,0,0
4,35,38,0,237,10,8,264,0,0,0
4,48,38,0,84,8,16,356,228,1,0
4,52,47,0,160,8,11,136,268,0,0
4,50,21,0,185,11,16,22,72,1,0
6,54,14,0,116,9,15,140,127,0,0
6,77,39,0,93,10,16,433,127,1,0
4,61,39,0,250,7,16,591,0,0,0
4,52,34,0,93,7,15,371,304,0,0
4,65,38,0,55,7,6,591,49,0,0
4,52,34,0,93,7,15,562,304,0,0
14,65,34,0,279,7,16,0,135,0,0
13,50,20,0,94,7,8,311,43,1,0
6,77,39,0,93,10,16,228,299,1,0
4,77,48,0,160,7,11,164,285,0,0
13,77,39,0,255,7,8,509,220,1,0
13,77,39,0,93,7,8,441,181,1,0
4,61,38,0,148,7,16,359,285,0,0
4,77,39,0,69,7,15,173,127,0,0
13,77,39,0,180,7,4,598,235,1,0
4,61,20,0,210,11,6,175,239,0,0
13,50,21,0,255,8,11,319,190,1,0
4,77,39,0,74,7,11,231,137,0,0
4,61,39,0,250,8,16,591,0,0,0
4,61,38,0,151,2,11,154,158,0,0
13,35,20,0,171,7,15,503,87,0,0
4,43,20,0,93,7,8,118,98,1,0
4,52,20,0,82,7,16,368,279,0,0
13,50,21,0,255,8,11,319,190,1,0
13,50,21,0,255,8,11,319,190,1,0
4,31,39,0,148,10,3,488,268,1,0
4,50,20,0,250,7,11,596,250,1,0
13,35,20,0,59,7,15,503,284,0,0
13,35,20,0,250,7,15,503,304,0,0
4,35,38,0,237,10,8,576,0,0,0
4,50,21,0,185,11,16,22,24,1,0
13,35,20,0,171,7,15,503,299,0,0
14,65,38,0,183,7,11,449,304,0,0
4,52,39,0,20,7,4,496,144,1,0
4,50,21,0,185,11,16,22,294,1,0
6,54,14,0,116,9,15,140,127,0,0
13,35,20,0,171,7,15,503,14,0,0
13,77,39,0,93,7,8,553,181,1,0
4,52,34,0,93,7,16,371,304,0,0
4,31,39,0,148,10,3,488,33,1,0
4,77,39,0,180,9,11,579,299,1,0
4,61,20,0,210,11,6,175,118,0,0
